id	name	parent_condition_group_id	date_created	date_modified
1274	Osteoporosis with pathological fracture	168	2018-02-10 05:15:39	2018-02-10 05:15:39
1275	Osteoporosis without pathological fracture	168	2018-02-10 05:15:39	2018-02-10 05:15:39
1276	Osteoporosis in diseases classified elsewhere	168	2018-02-10 05:15:39	2018-02-10 05:15:39
1277	Adult osteomalacia	168	2018-02-10 05:15:39	2018-02-10 05:15:39
1278	Disorders of continuity of bone	168	2018-02-10 05:15:39	2018-02-10 05:15:39
1279	Other disorders of bone density and structure	168	2018-02-10 05:15:39	2018-02-10 05:15:39
1280	Osteomyelitis	169	2018-02-10 05:15:39	2018-02-10 05:15:39
1281	Osteonecrosis	169	2018-02-10 05:15:39	2018-02-10 05:15:39
1282	Paget disease of bone [osteitis deformans]	169	2018-02-10 05:15:39	2018-02-10 05:15:39
1283	Other disorders of bone	169	2018-02-10 05:15:39	2018-02-10 05:15:39
1284	Osteopathies in diseases classified elsewhere	169	2018-02-10 05:15:39	2018-02-10 05:15:39
1285	Juvenile osteochondrosis of hip and pelvis	170	2018-02-10 05:15:39	2018-02-10 05:15:39
1286	Other juvenile osteochondrosis	170	2018-02-10 05:15:39	2018-02-10 05:15:39
1287	Other osteochondropathies	170	2018-02-10 05:15:39	2018-02-10 05:15:39
1288	Other disorders of cartilage	170	2018-02-10 05:15:39	2018-02-10 05:15:39
1289	Other acquired deformities of musculoskeletal system and connective tissue	171	2018-02-10 05:15:39	2018-02-10 05:15:39
1290	Postprocedural musculoskeletal disorders, not elsewhere classified	171	2018-02-10 05:15:39	2018-02-10 05:15:39
1291	Biomechanical lesions, not elsewhere classified	171	2018-02-10 05:15:39	2018-02-10 05:15:39
1292	Acute nephritic syndrome	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1293	Rapidly progressive nephritic syndrome	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1294	Recurrent and persistent haematuria	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1295	Chronic nephritic syndrome	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1296	Nephrotic syndrome	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1297	Unspecified nephritic syndrome	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1298	Isolated proteinuria with specified morphological lesion	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1299	Hereditary nephropathy, not elsewhere classified	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1300	Glomerular disorders in diseases classified elsewhere	172	2018-02-10 05:15:39	2018-02-10 05:15:39
1301	Acute tubulo-interstitial nephritis	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1302	Chronic tubulo-interstitial nephritis	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1303	Tubulo-interstitial nephritis, not specified as acute or chronic	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1304	Obstructive and reflux uropathy	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1305	Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1306	Other renal tubulo-interstitial diseases	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1307	Renal tubulo-interstitial disorders in diseases classified elsewhere	173	2018-02-10 05:15:39	2018-02-10 05:15:39
1308	Acute renal failure	174	2018-02-10 05:15:39	2018-02-10 05:15:39
1309	Chronic kidney disease	174	2018-02-10 05:15:39	2018-02-10 05:15:39
1310	Unspecified kidney failure	174	2018-02-10 05:15:39	2018-02-10 05:15:39
1311	Calculus of kidney and ureter	175	2018-02-10 05:15:39	2018-02-10 05:15:39
1312	Calculus of lower urinary tract	175	2018-02-10 05:15:39	2018-02-10 05:15:39
1313	Calculus of urinary tract in diseases classified elsewhere	175	2018-02-10 05:15:39	2018-02-10 05:15:39
1314	Unspecified renal colic	175	2018-02-10 05:15:39	2018-02-10 05:15:39
1315	Disorders resulting from impaired renal tubular function	176	2018-02-10 05:15:39	2018-02-10 05:15:39
1316	Unspecified contracted kidney	176	2018-02-10 05:15:39	2018-02-10 05:15:39
1317	Small kidney of unknown cause	176	2018-02-10 05:15:39	2018-02-10 05:15:39
1318	Other disorders of kidney and ureter, not elsewhere classified	176	2018-02-10 05:15:39	2018-02-10 05:15:39
1319	Other disorders of kidney and ureter in diseases classified elsewhere	176	2018-02-10 05:15:39	2018-02-10 05:15:39
1320	Cystitis	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1321	Neuromuscular dysfunction of bladder, not elsewhere classified	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1322	Other disorders of bladder	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1323	Bladder disorders in diseases classified elsewhere	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1324	Urethritis and urethral syndrome	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1325	Urethral stricture	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1326	Other disorders of urethra	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1327	Urethral disorders in diseases classified elsewhere	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1328	Other disorders of urinary system	177	2018-02-10 05:15:39	2018-02-10 05:15:39
1329	Hyperplasia of prostate	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1330	Inflammatory diseases of prostate	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1331	Other disorders of prostate	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1332	Hydrocele and spermatocele	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1333	Torsion of testis	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1334	Orchitis and epididymitis	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1335	Male infertility	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1336	Redundant prepuce, phimosis and paraphimosis	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1337	Other disorders of penis	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1338	Inflammatory disorders of male genital organs, not elsewhere classified	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1339	Other disorders of male genital organs	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1340	Disorders of male genital organs in diseases classified elsewhere	178	2018-02-10 05:15:39	2018-02-10 05:15:39
1341	Benign mammary dysplasia	179	2018-02-10 05:15:39	2018-02-10 05:15:39
1342	Inflammatory disorders of breast	179	2018-02-10 05:15:39	2018-02-10 05:15:39
1343	Hypertrophy of breast	179	2018-02-10 05:15:39	2018-02-10 05:15:39
1344	Unspecified lump in breast	179	2018-02-10 05:15:39	2018-02-10 05:15:39
1345	Other disorders of breast	179	2018-02-10 05:15:39	2018-02-10 05:15:39
1346	Salpingitis and oophoritis	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1347	Inflammatory disease of uterus, except cervix	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1348	Inflammatory disease of cervix uteri	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1349	Other female pelvic inflammatory diseases	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1350	Female pelvic inflammatory disorders in diseases classified elsewhere	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1351	Diseases of Bartholin gland	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1352	Other inflammation of vagina and vulva	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1353	Vulvovaginal ulceration and inflammation in diseases classified elsewhere	180	2018-02-10 05:15:39	2018-02-10 05:15:39
1354	Endometriosis	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1355	Female genital prolapse	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1356	Fistulae involving female genital tract	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1357	Noninflammatory disorders of ovary, fallopian tube and broad ligament	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1358	Polyp of female genital tract	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1359	Other noninflammatory disorders of uterus, except cervix	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1360	Erosion and ectropion of cervix uteri	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1361	Dysplasia of cervix uteri	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1362	Other noninflammatory disorders of cervix uteri	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1363	Other noninflammatory disorders of vagina	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1364	Other noninflammatory disorders of vulva and perineum	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1365	Absent, scanty and rare menstruation	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1366	Excessive, frequent and irregular menstruation	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1367	Other abnormal uterine and vaginal bleeding	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1368	Pain and other conditions associated with female genital organs and menstrual cycle	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1369	Menopausal and other perimenopausal disorders	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1370	Habitual aborter	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1371	Female infertility	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1372	Complications associated with artificial fertilization	181	2018-02-10 05:15:39	2018-02-10 05:15:39
1373	Postprocedural disorders of genitourinary system, not elsewhere classified	182	2018-02-10 05:15:39	2018-02-10 05:15:39
1374	Ectopic pregnancy	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1375	Hydatidiform mole	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1376	Other abnormal products of conception	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1377	Spontaneous abortion	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1378	Medical abortion	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1379	Other abortion	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1380	Unspecified abortion	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1381	Failed attempted abortion	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1382	Complications following abortion and ectopic and molar pregnancy	183	2018-02-10 05:15:39	2018-02-10 05:15:39
1383	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1384	Pre-eclampsia superimposed on chronic hypertension	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1385	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1386	Gestational [pregnancy-induced] hypertension	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1387	Pre-eclampsia	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1388	Eclampsia	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1389	Unspecified maternal hypertension	184	2018-02-10 05:15:39	2018-02-10 05:15:39
1390	Haemorrhage in early pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1391	Excessive vomiting in pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1392	Venous complications and haemorrhoids in pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1393	Infections of genitourinary tract in pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1394	Diabetes mellitus in pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1395	Malnutrition in pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1396	Maternal care for other conditions predominantly related to pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1397	Abnormal findings on antenatal screening of mother	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1398	Complications of anaesthesia during pregnancy	185	2018-02-10 05:15:39	2018-02-10 05:15:39
1399	Multiple gestation	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1400	Complications specific to multiple gestation	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1401	Maternal care for known or suspected malpresentation of fetus	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1402	Maternal care for known or suspected disproportion	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1403	Maternal care for known or suspected abnormality of pelvic organs	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1404	Maternal care for known or suspected fetal abnormality and damage	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1405	Maternal care for other known or suspected fetal problems	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1406	Polyhydramnios	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1407	Other disorders of amniotic fluid and membranes	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1408	Premature rupture of membranes	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1409	Placental disorders	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1410	Placenta praevia	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1411	Premature separation of placenta [abruptio placentae]	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1412	Antepartum haemorrhage, not elsewhere classified	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1413	False labour	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1414	Prolonged pregnancy	186	2018-02-10 05:15:39	2018-02-10 05:15:39
1415	Preterm labour and delivery	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1416	Failed induction of labour	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1417	Abnormalities of forces of labour	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1418	Long labour	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1419	Obstructed labour due to malposition and malpresentation of fetus	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1420	Obstructed labour due to maternal pelvic abnormality	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1421	Other obstructed labour	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1422	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1423	Labour and delivery complicated by fetal stress [distress]	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1424	Labour and delivery complicated by umbilical cord complications	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1425	Perineal laceration during delivery	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1426	Other obstetric trauma	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1427	Postpartum haemorrhage	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1428	Retained placenta and membranes, without haemorrhage	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1429	Complications of anaesthesia during labour and delivery	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1430	Other complications of labour and delivery, not elsewhere classified	187	2018-02-10 05:15:39	2018-02-10 05:15:39
1431	Single spontaneous delivery	188	2018-02-10 05:15:39	2018-02-10 05:15:39
1432	Single delivery by forceps and vacuum extractor	188	2018-02-10 05:15:39	2018-02-10 05:15:39
1433	Single delivery by caesarean section	188	2018-02-10 05:15:39	2018-02-10 05:15:39
1434	Other assisted single delivery	188	2018-02-10 05:15:39	2018-02-10 05:15:39
1435	Multiple delivery	188	2018-02-10 05:15:39	2018-02-10 05:15:39
1436	Puerperal sepsis	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1437	Other puerperal infections	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1438	Venous complications and haemorrhoids in the puerperium	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1439	Obstetric embolism	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1440	Complications of anaesthesia during the puerperium	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1441	Complications of the puerperium, not elsewhere classified	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1442	Infections of breast associated with childbirth	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1443	Other disorders of breast and lactation associated with childbirth	189	2018-02-10 05:15:39	2018-02-10 05:15:39
1444	Sequelae of complication of pregnancy, childbirth and the puerperium	190	2018-02-10 05:15:39	2018-02-10 05:15:39
1445	Obstetric death of unspecified cause	190	2018-02-10 05:15:39	2018-02-10 05:15:39
1446	Death from any obstetric cause occurring more than 42 days but less than one year after delivery	190	2018-02-10 05:15:39	2018-02-10 05:15:39
1447	Death from sequelae of obstetric causes	190	2018-02-10 05:15:39	2018-02-10 05:15:39
1448	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	190	2018-02-10 05:15:39	2018-02-10 05:15:39
1449	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	190	2018-02-10 05:15:39	2018-02-10 05:15:39
1450	Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy	191	2018-02-10 05:15:39	2018-02-10 05:15:39
1451	Fetus and newborn affected by maternal complications of pregnancy	191	2018-02-10 05:15:39	2018-02-10 05:15:39
1452	Fetus and newborn affected by complications of placenta, cord and membranes	191	2018-02-10 05:15:39	2018-02-10 05:15:39
1453	Fetus and newborn affected by other complications of labour and delivery	191	2018-02-10 05:15:39	2018-02-10 05:15:39
1454	Fetus and newborn affected by noxious influences transmitted via placenta or breast milk	191	2018-02-10 05:15:39	2018-02-10 05:15:39
1455	Slow fetal growth and fetal malnutrition	192	2018-02-10 05:15:39	2018-02-10 05:15:39
1456	Disorders related to short gestation and low birth weight, not elsewhere classified	192	2018-02-10 05:15:39	2018-02-10 05:15:39
1457	Disorders related to long gestation and high birth weight	192	2018-02-10 05:15:39	2018-02-10 05:15:39
1458	Intracranial laceration and haemorrhage due to birth injury	193	2018-02-10 05:15:39	2018-02-10 05:15:39
1459	Other birth injuries to central nervous system	193	2018-02-10 05:15:39	2018-02-10 05:15:39
1460	Birth injury to scalp	193	2018-02-10 05:15:39	2018-02-10 05:15:39
1461	Birth injury to skeleton	193	2018-02-10 05:15:39	2018-02-10 05:15:39
1462	Birth injury to peripheral nervous system	193	2018-02-10 05:15:39	2018-02-10 05:15:39
1463	Other birth injuries	193	2018-02-10 05:15:39	2018-02-10 05:15:39
1464	Intrauterine hypoxia	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1465	Birth asphyxia	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1466	Respiratory distress of newborn	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1467	Congenital pneumonia	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1468	Neonatal aspiration syndromes	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1469	Interstitial emphysema and related conditions originating in the perinatal period	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1470	Pulmonary haemorrhage originating in the perinatal period	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1471	Chronic respiratory disease originating in the perinatal period	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1472	Other respiratory conditions originating in the perinatal period	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1473	Cardiovascular disorders originating in the perinatal period	194	2018-02-10 05:15:39	2018-02-10 05:15:39
1474	Congenital viral diseases	195	2018-02-10 05:15:39	2018-02-10 05:15:39
1475	Bacterial sepsis of newborn	195	2018-02-10 05:15:39	2018-02-10 05:15:39
1476	Other congenital infectious and parasitic diseases	195	2018-02-10 05:15:39	2018-02-10 05:15:39
1477	Omphalitis of newborn with or without mild haemorrhage	195	2018-02-10 05:15:39	2018-02-10 05:15:39
1478	Other infections specific to the perinatal period	195	2018-02-10 05:15:39	2018-02-10 05:15:39
1479	Fetal blood loss	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1480	Umbilical haemorrhage of newborn	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1481	Intracranial nontraumatic haemorrhage of fetus and newborn	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1482	Haemorrhagic disease of fetus and newborn	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1483	Other neonatal haemorrhages	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1484	Haemolytic disease of fetus and newborn	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1485	Hydrops fetalis due to haemolytic disease	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1486	Kernicterus	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1487	Neonatal jaundice due to other excessive haemolysis	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1488	Neonatal jaundice from other and unspecified causes	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1489	Disseminated intravascular coagulation of fetus and newborn	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1490	Other perinatal haematological disorders	196	2018-02-10 05:15:39	2018-02-10 05:15:39
1491	Transitory disorders of carbohydrate metabolism specific to fetus and newborn	197	2018-02-10 05:15:39	2018-02-10 05:15:39
1492	Transitory neonatal disorders of calcium and magnesium metabolism	197	2018-02-10 05:15:39	2018-02-10 05:15:39
1493	Other transitory neonatal endocrine disorders	197	2018-02-10 05:15:39	2018-02-10 05:15:39
1494	Other transitory neonatal electrolyte and metabolic disturbances	197	2018-02-10 05:15:39	2018-02-10 05:15:39
1495	Meconium ileus in cystic fibrosis	198	2018-02-10 05:15:39	2018-02-10 05:15:39
1496	Other intestinal obstruction of newborn	198	2018-02-10 05:15:39	2018-02-10 05:15:39
1497	Necrotizing enterocolitis of fetus and newborn	198	2018-02-10 05:15:39	2018-02-10 05:15:39
1498	Other perinatal digestive system disorders	198	2018-02-10 05:15:39	2018-02-10 05:15:39
1499	Hypothermia of newborn	199	2018-02-10 05:15:39	2018-02-10 05:15:39
1500	Other disturbances of temperature regulation of newborn	199	2018-02-10 05:15:39	2018-02-10 05:15:39
1501	Other conditions of integument specific to fetus and newborn	199	2018-02-10 05:15:39	2018-02-10 05:15:39
1502	Convulsions of newborn	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1503	Other disturbances of cerebral status of newborn	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1504	Feeding problems of newborn	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1505	Reactions and intoxications due to drugs administered to fetus and newborn	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1506	Disorders of muscle tone of newborn	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1507	Fetal death of unspecified cause	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1508	Other conditions originating in the perinatal period	200	2018-02-10 05:15:39	2018-02-10 05:15:39
1509	Anencephaly and similar malformations	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1510	Encephalocele	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1511	Microcephaly	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1512	Congenital hydrocephalus	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1513	Other congenital malformations of brain	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1514	Spina bifida	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1515	Other congenital malformations of spinal cord	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1516	Other congenital malformations of nervous system	201	2018-02-10 05:15:39	2018-02-10 05:15:39
1517	Congenital malformations of eyelid, lacrimal apparatus and orbit	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1518	Anophthalmos, microphthalmos and macrophthalmos	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1519	Congenital lens malformations	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1520	Congenital malformations of anterior segment of eye	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1521	Congenital malformations of posterior segment of eye	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1522	Other congenital malformations of eye	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1523	Congenital malformations of ear causing impairment of hearing	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1524	Other congenital malformations of ear	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1525	Other congenital malformations of face and neck	202	2018-02-10 05:15:39	2018-02-10 05:15:39
1526	Congenital malformations of cardiac chambers and connections	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1527	Congenital malformations of cardiac septa	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1528	Congenital malformations of pulmonary and tricuspid valves	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1529	Congenital malformations of aortic and mitral valves	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1530	Other congenital malformations of heart	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1531	Congenital malformations of great arteries	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1532	Congenital malformations of great veins	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1533	Other congenital malformations of peripheral vascular system	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1534	Other congenital malformations of circulatory system	203	2018-02-10 05:15:39	2018-02-10 05:15:39
1535	Congenital malformations of nose	204	2018-02-10 05:15:39	2018-02-10 05:15:39
1536	Congenital malformations of larynx	204	2018-02-10 05:15:39	2018-02-10 05:15:39
1537	Congenital malformations of trachea and bronchus	204	2018-02-10 05:15:39	2018-02-10 05:15:39
1538	Congenital malformations of lung	204	2018-02-10 05:15:39	2018-02-10 05:15:39
1539	Other congenital malformations of respiratory system	204	2018-02-10 05:15:39	2018-02-10 05:15:39
1540	Cleft palate	205	2018-02-10 05:15:39	2018-02-10 05:15:39
1541	Cleft lip	205	2018-02-10 05:15:39	2018-02-10 05:15:39
1542	Cleft palate with cleft lip	205	2018-02-10 05:15:39	2018-02-10 05:15:39
1543	Other congenital malformations of tongue, mouth and pharynx	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1544	Congenital malformations of oesophagus	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1545	Other congenital malformations of upper alimentary tract	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1546	Congenital absence, atresia and stenosis of small intestine	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1547	Congenital absence, atresia and stenosis of large intestine	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1548	Other congenital malformations of intestine	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1549	Congenital malformations of gallbladder, bile ducts and liver	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1550	Other congenital malformations of digestive system	206	2018-02-10 05:15:39	2018-02-10 05:15:39
1551	Congenital malformations of ovaries, fallopian tubes and broad ligaments	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1552	Congenital malformations of uterus and cervix	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1553	Other congenital malformations of female genitalia	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1554	Undescended testicle	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1555	Hypospadias	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1556	Other congenital malformations of male genital organs	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1557	Indeterminate sex and pseudohermaphroditism	207	2018-02-10 05:15:39	2018-02-10 05:15:39
1558	Renal agenesis and other reduction defects of kidney	208	2018-02-10 05:15:39	2018-02-10 05:15:39
1559	Cystic kidney disease	208	2018-02-10 05:15:39	2018-02-10 05:15:39
1560	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	208	2018-02-10 05:15:39	2018-02-10 05:15:39
1561	Other congenital malformations of kidney	208	2018-02-10 05:15:39	2018-02-10 05:15:39
1562	Other congenital malformations of urinary system	208	2018-02-10 05:15:39	2018-02-10 05:15:39
1563	Congenital deformities of hip	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1564	Congenital deformities of feet	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1565	Congenital musculoskeletal deformities of head, face, spine and chest	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1566	Other congenital musculoskeletal deformities	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1567	Polydactyly	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1568	Syndactyly	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1569	Reduction defects of upper limb	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1570	Reduction defects of lower limb	209	2018-02-10 05:15:39	2018-02-10 05:15:39
1571	Reduction defects of unspecified limb	209	2018-02-10 05:15:39	2018-02-10 05:15:39
